c8ffbfef_35009ffe_d37e81d3_xxxxx_x | d37e81d1_0
4e49710c_ba7ffdfa_d34972a3_xxxxx_x | d34972a4_0
61fc0400_c97e0002_d7fdfffe_xxxxx_x | d7fdfffe_1
c18ace23_3558148b_cba472e5_xxxxx_x | cba472e4_0
41800009_2d803bff_537f884c_xxxxx_x | 537f884c_1
bf833464_87ffff77_770334aa_xxxxx_x | 770334aa_1
5effff86_bffffc04_de8001c1_xxxxx_x | de8001c1_1
dff8007f_40a03fff_dec61793_xxxxx_x | dec61791_0
bfe3ffff_90dc7225_6e8462e0_xxxxx_x | 6e8462e0_1
be700fff_bd807ffb_406f20ea_xxxxx_x | 406f20e7_0
017df7fe_3a0368dd_06f7610e_xxxxx_x | 06f7610e_1
26a03be0_c1002003_a52013d7_xxxxx_x | a52013d7_1
3f002003_cf83ffdf_aef87c63_xxxxx_x | aef87c63_1
3f7cffff_4e022000_30f8de4e_xxxxx_x | 30f8de4e_1
fb7ffffa_3c9ffffe_fe4ccccd_xxxxx_x | fe4ccccb_0
cb800001_4efbffef_bc02082a_xxxxx_x | bc02082a_1
cf81fffc_a571ffff_69898546_xxxxx_x | 69898546_1
41f80020_c1000000_c0780020_xxxxx_x | c0780020_1
cc00011f_c85ffffa_43124a70_xxxxx_x | 43124a70_1
45f29693_40cee0ba_44961845_xxxxx_x | 44961845_1
c07ff7bf_f717e956_08d7ad6b_xxxxx_x | 08d7ad6b_1
c3090947_b3800000_4f090947_xxxxx_x | 4f090947_1
2cfc00ff_bf38b471_ad2ea35b_xxxxx_x | ad2ea358_0
df7fff01_627ff002_bc800780_xxxxx_x | bc800780_1
cbdf36c6_c1fffc04_495f3a40_xxxxx_x | 495f3a3f_0
c2f5b19c_b3800001_4ef5b19a_xxxxx_x | 4ef5b19a_1
3f7c03ff_360080fe_48fb0708_xxxxx_x | 48fb0706_0
66bfbffe_f3966ffa_b2a326a0_xxxxx_x | b2a326a0_1
cf7e03ff_b3ffffff_5afe0400_xxxxx_x | 5afe0400_1
5f03ffdf_5f80001a_3f03ffc4_xxxxx_x | 3f03ffc4_1
5fa00400_4f207ffe_4fff3a3b_xxxxx_x | 4fff3a3b_1
5e7fffbc_b3fffffe_e9ffffbe_xxxxx_x | e9ffffbe_1
cf7d6399_4380003f_cb7d631c_xxxxx_x | cb7d631c_1
c07f7efe_3d2905ca_c2c17c65_xxxxx_x | c2c17c65_1
beffdf00_c00c4a13_3e6974ef_xxxxx_x | 3e6974ef_1
40723657_be800000_c1723657_xxxxx_x | c1723657_1
bd7fffff_d4803ff8_287f8051_xxxxx_x | 287f804f_0
de81c769_b7f7ff7e_6605f768_xxxxx_x | 6605f768_1
82a007fe_be800001_03a007ff_xxxxx_x | 03a007fd_0
c27fffdb_bfbc1068_422e3cf6_xxxxx_x | 422e3cf4_0
ce7fff86_40e28cfa_cd10a33e_xxxxx_x | cd10a33e_1
c077fdff_beffffff_40f7fe00_xxxxx_x | 40f7fe00_1
4096ff4e_3decbea6_42234747_xxxxx_x | 42234747_1
3e400001_c39b133b_ba1e7a61_xxxxx_x | ba1e7a61_1
be80fbff_befffffe_3f00fc00_xxxxx_x | 3f00fc00_1
4000021f_3f80077f_3ffff541_xxxxx_x | 3ffff541_1
b581fff7_33ff9fff_c10230ca_xxxxx_x | c10230ca_1
5c35c001_bf000000_dcb5c001_xxxxx_x | dcb5c001_1
5f7ffff7_c17effdf_dd80808c_xxxxx_x | dd80808d_0
be7efbff_41880400_bc6ff52d_xxxxx_x | bc6ff52d_1
47e66845_bc7e001f_cae8389a_xxxxx_x | cae8389a_1
ce7f7800_bf000001_4eff77fe_xxxxx_x | 4eff77fe_1
cb9fffbf_907ffbfe_7aa00240_xxxxx_x | 7aa00240_1
c1007fbf_c08201fe_3ffd0770_xxxxx_x | 3ffd0770_1
371effff_bf7fffff_b71effff_xxxxx_x | b71f0000_0
cba003fe_bebdfffe_4c579999_xxxxx_x | 4c579999_1
3a7ff7de_21001efe_58ffb9f3_xxxxx_x | 58ffb9f3_1
4efffffe_bf7ffffe_ce800000_xxxxx_x | cf000000_0
bf5cfd75_3d9fffff_c130cac5_xxxxx_x | c130cac5_1
4e08ffff_5e8043ff_2f08b761_xxxxx_x | 2f08b75f_0
bdfeffff_3efffef6_be7f0109_xxxxx_x | be7f0108_0
3efefbff_bf800000_befefbff_xxxxx_x | befefbff_1
407f0800_44c00008_3b2a054e_xxxxx_x | 3b2a054e_1
33b2b466_402401bd_330b7899_xxxxx_x | 330b7897_0
33e7a1ba_bf800001_b3e7a1b8_xxxxx_x | b3e7a1b8_1
de82d069_7e890000_9f7470e2_xxxxx_x | 9f7470e2_1
c17c0001_b71970e9_49d237b1_xxxxx_x | 49d237b1_1
bd8e2c15_bfffffff_3d0e2c16_xxxxx_x | 3d0e2c16_1
418101fe_cf07f7fe_b1f2e4e0_xxxxx_x | b1f2e4e0_1
c17fcfff_c6803ffe_3a7f505b_xxxxx_x | 3a7f505b_1
c1ffff9f_5ed3396e_a29b21fe_xxxxx_x | a29b21fb_0
4602000e_bffffffe_c582000f_xxxxx_x | c582000f_1
cc6feffe_bf00010f_4cefee02_xxxxx_x | 4cefee02_1
4b82007e_3d95e803_4d5e0236_xxxxx_x | 4d5e0236_1
c140007f_c0000000_40c0007f_xxxxx_x | 40c0007f_1
3dffe0ff_8afe03ff_f280f05d_xxxxx_x | f280f05d_1
3ffa7aba_cffff7e0_af7a82ae_xxxxx_x | af7a82ad_0
fc7f80ff_c0000001_7bff80fd_xxxxx_x | 7bff80fd_1
4c7fe002_de56a9b1_ad9892fc_xxxxx_x | ad9892fc_1
c0ffe01f_5f7ff7c0_a0ffe85e_xxxxx_x | a0ffe85e_1
3e800880_3c7dfefe_41810b18_xxxxx_x | 41810b18_1
4081feff_c07fffff_bf81ff00_xxxxx_x | bf81ff00_1
bd7fffff_0943fffe_f3a72f06_xxxxx_x | f3a72f06_1
d4000800_c07ffffe_53000801_xxxxx_x | 53000801_1
4500008e_bfdfa426_c49285dc_xxxxx_x | c49285dc_1
fea438b2_dfdffff8_5e3bae89_xxxxx_x | 5e3bae89_1
cf83fff7_c163ffff_4d9435dc_xxxxx_x | 4d9435dc_1
cf8829dc_c0800000_4e8829dc_xxxxx_x | 4e8829dc_1
bfff801f_5f8ffff7_9fe31c9b_xxxxx_x | 9fe31c9c_0
4083fdfe_b640003e_c9affd1a_xxxxx_x | c9affd1a_1
3fc0000f_beffd7ff_c0401e14_xxxxx_x | c0401e14_1
037fdffc_c0800001_827fdffa_xxxxx_x | 827fdffa_1
3fffff01_c0f170a1_be87b78c_xxxxx_x | be87b78c_1
41fbfffa_139bb934_6dcf22e8_xxxxx_x | 6dcf22e8_1
7efffbf0_c379ffff_fb03105b_xxxxx_x | fb03105b_1
3e3a3e46_c0ffffff_bcba3e47_xxxxx_x | bcba3e47_1
c1ff8001_bf9b69eb_41d26e8e_xxxxx_x | 41d26e8e_1
a6fe0020_46fe7ffe_9f7f7f62_xxxxx_x | 9f7f7f61_0
c1ddaab7_3f83f7fe_c1d70029_xxxxx_x | c1d70029_1
7e80ab41_c0fffffe_fd00ab42_xxxxx_x | fd00ab42_1
5eed9498_f9fffffe_a46d949a_xxxxx_x | a46d949a_1
b3890000_bf603fff_339c659b_xxxxx_x | 339c659b_1
3ef68577_cb800000_b2f68577_xxxxx_x | b2f68577_1
cf800403_40800400_ce800003_xxxxx_x | ce800003_1
be03c000_417fdffc_bc03d07c_xxxxx_x | bc03d07c_1
4e65e01b_347dffbe_5967afb6_xxxxx_x | 5967afb6_1
c0801ffb_cb800001_34801ffa_xxxxx_x | 34801ffa_1
2406fffe_3d80001f_2606ffdd_xxxxx_x | 2606ffdd_1
48fefdfe_3e7ffffe_49fefe00_xxxxx_x | 49fefe00_1
4f0ffffa_4197fffe_4cf286b6_xxxxx_x | 4cf286b6_1
40007fbf_cbffffff_b3807fbf_xxxxx_x | b3807fc0_0
485ec854_15ffbff7_71df001c_xxxxx_x | 71df001c_1
b3bbba85_3e87272e_b4b1caff_xxxxx_x | b4b1caff_1
4e80077e_cbfffffe_c200077f_xxxxx_x | c200077f_1
be7f7800_cbf7ff80_3203db1b_xxxxx_x | 3203db1b_1
c17b8000_de7fffb7_227b8047_xxxxx_x | 227b8048_0
cfffff7c_b5bfffdf_59aaaa70_xxxxx_x | 59aaaa70_1
cf800fff_fe800000_10800fff_xxxxx_x | 10800fff_1
b19214bf_ca7e9f50_2692df17_xxxxx_x | 2692df17_1
be7ffcfe_c0801400_3d7fd507_xxxxx_x | 3d7fd505_0
c1813e59_fe800001_02813e58_xxxxx_x | 02813e58_1
31fffdef_419609b0_2fda642f_xxxxx_x | 2fda6430_0
3e7fbbff_ce7800ff_af83fd67_xxxxx_x | af83fd67_1
5e7ffffe_feffffff_9effffff_xxxxx_x | 9effffff_1
418fdb4d_5effdffd_220fed4d_xxxxx_x | 220fed4c_0
518000f6_3000040f_60fff9ce_xxxxx_x | 60fff9ce_1
cfbdfbc5_4385a625_cbb5f40f_xxxxx_x | cbb5f40f_1
417fffed_a7fffff7_d8fffff6_xxxxx_x | d8fffff6_1
dfbff000_4e008fff_d13f1905_xxxxx_x | d13f1905_1
deb8eb46_4f6419b6_cecf8977_xxxxx_x | cecf8977_1
5e5fffdf_c1efffff_dbeeeecd_xxxxx_x | dbeeeecd_1
4e8081ff_3a8ce184_5369842f_xxxxx_x | 5369842e_0
40bffffb_3d50d910_42eb5925_xxxxx_x | 42eb5925_1
4280041e_3d040004_44f84604_xxxxx_x | 44f84604_1
6d80081f_ce8d486f_de67fd3e_xxxxx_x | de67fd3e_1
da00005f_3f09894d_da6e40a3_xxxxx_x | da6e40a2_0
4f6ffdff_bee00337_d0092175_xxxxx_x | d0092175_1
c757b535_41a50514_c527511f_xxxxx_x | c527511f_1
5e0027fe_5f04001f_3e788b65_xxxxx_x | 3e788b65_1
bf8dffff_e67ffe7e_188e00d5_xxxxx_x | 188e00d5_1
ce538c90_c0effffa_4ce1a706_xxxxx_x | 4ce1a706_1
d500005e_419ffe00_d2cccff3_xxxxx_x | d2cccff3_1
3f7ff01f_cffddfff_af010a46_xxxxx_x | af010a46_1
39feffff_3e0103ff_3b7cfe1d_xxxxx_x | 3b7cfe1d_1
7eebffff_40001001_7e6be283_xxxxx_x | 7e6be281_0
fefffdff_588001ff_e5fffa01_xxxxx_x | e5fffa01_1
9c801fe0_c754456d_149a84cc_xxxxx_x | 149a84cb_0
4fff7f80_41c88586_4da317ea_xxxxx_x | 4da317eb_0
3fffffb7_4ff80ffe_2f84185e_xxxxx_x | 2f84185e_1
c37ffff1_4ef80000_b4042100_xxxxx_x | b4042101_0
c4a10000_bdcff77b_46462f80_xxxxx_x | 46462f81_0
c00207fe_3f22182c_c04d5c9b_xxxxx_x | c04d5c9b_1
b983ffff_53fffeee_a504008c_xxxxx_x | a504008c_1
3a7c0003_3ff80ffe_3a020823_xxxxx_x | 3a020823_1
df80fff7_bf0fffe0_5fe55578_xxxxx_x | 5fe55578_1
c2021fff_df801ff0_2201ff8f_xxxxx_x | 2201ff8f_1
4050bd8f_33800000_4c50bd8f_xxxxx_x | 4c50bd8f_1
4ffefffe_23a007ff_6bcbf5cd_xxxxx_x | 6bcbf5cd_1
72ff9fff_f3f7ffff_be83ef7c_xxxxx_x | be83ef7c_1
33cebfd2_33800001_3fcebfd0_xxxxx_x | 3fcebfd0_1
f7807800_4184ffff_f577473a_xxxxx_x | f577473a_1
41608149_be25fa31_c2ad22cf_xxxxx_x | c2ad22cf_1
4a008006_33ffffff_55808007_xxxxx_x | 55808007_1
3df803ff_45807ff7_37f70d03_xxxxx_x | 37f70d03_1
c1ffe003_c17fffea_3fffe019_xxxxx_x | 3fffe019_1
47800180_387bffff_4e8209a7_xxxxx_x | 4e8209a7_1
4bb469f1_33fffffe_573469f3_xxxxx_x | 573469f2_0
5effffc3_9f800ffb_feffdfd1_xxxxx_x | feffdfd1_1
d503f4d4_d888382c_3bf7fd04_xxxxx_x | 3bf7fd04_1
b3810020_3e800000_b4810020_xxxxx_x | b4810020_1
c070fffe_42c2cc4e_bd1e5bdd_xxxxx_x | bd1e5bdd_1
c0820003_41fffe3f_be0200e7_xxxxx_x | be0200e7_1
017fdffd_3e800001_027fdffb_xxxxx_x | 027fdffb_1
9580201e_402278f9_94c9e188_xxxxx_x | 94c9e188_1
cf7fffff_4f9dbf13_bf4fb9d0_xxxxx_x | bf4fb9d0_1
bf007f7f_3effffff_bf807f7f_xxxxx_x | bf807f80_0
c0db82ed_feb50669_019b3690_xxxxx_x | 019b3690_1
b15e7d02_d1960804_1f3dd12c_xxxxx_x | 1f3dd12c_1
cf7feffc_3e17ffff_d0d786bd_xxxxx_x | d0d786bb_0
27200000_3efffffe_27a00002_xxxxx_x | 27a00001_0
3f003efe_3e3c700c_402e3a32_xxxxx_x | 402e3a32_1
671fffef_41b2299c_64e5e6ee_xxxxx_x | 64e5e6ed_0
41208000_3e7c5cc9_4222d03e_xxxxx_x | 4222d03e_1
bf7ffdf7_3f000001_bffffdf5_xxxxx_x | bffffdf5_1
4e40003f_3f97ffff_4e21af5f_xxxxx_x | 4e21af5f_1
4f600800_3f7fffff_4f600801_xxxxx_x | 4f600801_1
3d5ec36b_3e5ffff6_3e7e963c_xxxxx_x | 3e7e963d_0
3e880200_50d45a0c_2d23f6bc_xxxxx_x | 2d23f6bc_1
d7ff7fff_3f7ffffe_d7ff8001_xxxxx_x | d7ff8001_1
bf0009fe_bd7ffff7_41000a03_xxxxx_x | 41000a03_1
bf003ffc_4dff0010_b080c0b4_xxxxx_x | b080c0b5_0
d7e7cc88_3f800000_d7e7cc88_xxxxx_x | d7e7cc88_1
c100100e_cd780006_33043198_xxxxx_x | 33043198_1
9f7c07ff_be05ffff_20f0bf0c_xxxxx_x | 20f0bf0c_1
427e0200_c0fefff0_c0ff0111_xxxxx_x | c0ff0111_1
4eff0010_3f800001_4eff000e_xxxxx_x | 4eff000e_1
41ffffff_4aaa00d8_36c0bfcb_xxxxx_x | 36c0bfcb_1
4230375f_c1081fff_c0a5b2c7_xxxxx_x | c0a5b2c7_1
bf7effc0_ce3648a9_30b30f8e_xxxxx_x | 30b30f8c_0
cc527003_3fffffff_cbd27004_xxxxx_x | cbd27004_1
bdffffff_3f77ffff_be042108_xxxxx_x | be042108_1
de80007b_4f128c3e_cedf9a47_xxxxx_x | cedf9a47_1
bf7ffe7f_3ffffffe_befffe81_xxxxx_x | befffe81_1
4e7ff5ff_d97f81ff_b4803a1d_xxxxx_x | b4803a1d_1
407ffef8_3e808000_417efff8_xxxxx_x | 417efff8_1
4e6fffff_40000000_4defffff_xxxxx_x | 4defffff_1
3880013f_3f80017f_387fff80_xxxxx_x | 387fff80_1
5ef0003f_40000001_5e70003d_xxxxx_x | 5e70003d_1
dd7fe00f_3f3dbd27_ddac9dc8_xxxxx_x | ddac9dc8_1
be8ffffe_5efff1ff_9f1007df_xxxxx_x | 9f1007df_1
33d3af21_428041fe_30d34236_xxxxx_x | 30d34236_1
52daa9db_407fffff_51daa9dc_xxxxx_x | 51daa9dc_1
bed7fffe_d401bffe_2a551636_xxxxx_x | 2a551634_0
53000800_407ffffe_52000801_xxxxx_x | 52000801_1
befdfe00_be1f7fff_404bd4ab_xxxxx_x | 404bd4ab_1
be0fffc0_c0605723_3d245214_xxxxx_x | 3d245214_1
3f7f807e_40800000_3e7f807e_xxxxx_x | 3e7f807e_1
bcbde9dc_5f3ffffa_9cfd37d8_xxxxx_x | 9cfd37d8_1
4bc2bbf9_c0000104_cb42ba6d_xxxxx_x | cb42ba6d_1
1d800037_8ff7ffef_cd04214a_xxxxx_x | cd04214a_1
3c87efff_40800001_3b87effe_xxxxx_x | 3b87effe_1
30ffe100_bfa8ac95_b0c22d1c_xxxxx_x | b0c22d19_0
c07fff00_4fcfcbf6_b01db0b1_xxxxx_x | b01db0af_0
bb397ac6_40ffffff_b9b97ac7_xxxxx_x | b9b97ac7_1
c1020ffe_d77fffe7_2902100b_xxxxx_x | 2902100b_1
cfffff7f_3e0b547b_d16b2e4c_xxxxx_x | d16b2e4c_1
4e1ffdfe_df7fc03f_ae2025e0_xxxxx_x | ae2025e0_1
4ef00200_40fffffe_4d700202_xxxxx_x | 4d700202_1
68a314b3_b9940000_ee8d0afc_xxxxx_x | ee8d0afc_1
f9effdfe_c1807fff_77ef0ef1_xxxxx_x | 77ef0ef1_1
fefbdfff_4b800000_f2fbdfff_xxxxx_x | f2fbdfff_1
5f29d9c6_c10000ee_dda9d88a_xxxxx_x | dda9d88a_1
40d6280f_bf922549_c0bb9107_xxxxx_x | c0bb9107_1
3ff0001e_bef00001_c0800012_xxxxx_x | c080000f_0
bf00000f_bf100002_3f638e51_xxxxx_x | 3f638e50_0
330041fe_32080200_4071699d_xxxxx_x | 4071699d_1
397fffff_4bffffff_2c800000_xxxxx_x | 2d000000_0
62008fff_de808000_c3000fef_xxxxx_x | c3000fef_1
c38827c9_c0000bff_43081b08_xxxxx_x | 43081b08_1
4800020f_bff9779f_c7835c33_xxxxx_x | c7835c33_1
47802800_4bfffffe_3b002801_xxxxx_x | 3b002801_1
339e06cb_5faa1407_136ddc23_xxxxx_x | 136ddc23_1
41e92497_bfc08096_c19b05ea_xxxxx_x | c19b05e8_0
5f111e0e_df85fffe_bf0a9ea1_xxxxx_x | bf0a9ea1_1
35dba3c9_be05fffe_b751ce23_xxxxx_x | b751ce23_1
be00ffef_4e3ff0ee_af2c0d6b_xxxxx_x | af2c0d6b_1
8479e1e7_b02bc006_13ba3ac7_xxxxx_x | 13ba3ac7_1
cfff7fbf_5e020003_b17b9173_xxxxx_x | b17b9173_1
5e801dff_3f00010f_5f001cf0_xxxxx_x | 5f001cf0_1
df7ffcff_f50003ef_29fff524_xxxxx_x | 29fff521_0
41c6b96a_400000b7_4146b84e_xxxxx_x | 4146b84e_1
bf844000_814bd6c4_7da61788_xxxxx_x | 7da61788_1
46f8007e_bd000000_c978007e_xxxxx_x | c978007e_1
3f7ffffe_c0fffb7f_be000240_xxxxx_x | be000240_1
308eb38d_def7ff7f_91134e49_xxxxx_x | 91134e4a_0
3e823fff_3187fed5_4c752f47_xxxxx_x | 4c752f46_0
383498e9_c0903ffe_b72040b7_xxxxx_x | b72040b5_0
fe80003c_de0667ba_5ff3cd47_xxxxx_x | 5ff3cd47_1
cbfad1bc_be000406_4d7ac9da_xxxxx_x | 4d7ac9da_1
a6e50f94_3d7e001f_a8e6dd33_xxxxx_x | a8e6dd32_0
89a71fcd_3e80043f_8aa71a42_xxxxx_x | 8aa71a42_1
da01fffc_b3ffffe3_6582000b_xxxxx_x | 6582000b_1
bdc51c57_817df7fe_7bc6afee_xxxxx_x | 7bc6afee_1
3e800005_3df7ffe0_4004211e_xxxxx_x | 4004211e_1
c107ffff_bf8003f7_4107fbc9_xxxxx_x | 4107fbc9_1
be001e00_be7bdfff_3f023724_xxxxx_x | 3f023724_1
af7fef00_be191200_30d6041a_xxxxx_x | 30d6041a_1
bdf7c000_ce7ffc20_2ef7c3c1_xxxxx_x | 2ef7c3c0_0
5f87fbff_43c7ec41_5b2e208c_xxxxx_x | 5b2e208c_1
4100203f_2ca1e03c_53caa038_xxxxx_x | 53caa038_1
fec7ffff_41fef951_fc48ce0b_xxxxx_x | fc48ce0b_1
5383f7fe_3f7fefff_5384003f_xxxxx_x | 5384003f_1
4f7fff07_26e7ffff_680d3d42_xxxxx_x | 680d3d42_1
cb80bfff_c20002fe_4900bcfd_xxxxx_x | 4900bcfd_1
3ebfffde_f382003f_8abd0b54_xxxxx_x | 8abd0b54_1
b3ab2afc_3d7c0010_b5ade27b_xxxxx_x | b5ade27b_1
b9ffbefe_d02781cc_29436d78_xxxxx_x | 29436d78_1
3549284c_5c004100_18c8c259_xxxxx_x | 18c8c259_1
387dd968_3e7fffff_397dd969_xxxxx_x | 397dd969_1
5e7fffaf_4b00002e_52ffff53_xxxxx_x | 52ffff53_1
38000e00_5e8083ff_18ff14f5_xxxxx_x | 18ff14f4_0
c1887fff_bbfdffff_45099326_xxxxx_x | 45099326_1
bb5720b6_b3800000_475720b6_xxxxx_x | 475720b6_1
03909fc2_41af719c_01530778_xxxxx_x | 01530778_1
417ff7ff_3e8001f8_427ff40f_xxxxx_x | 427ff40f_1
41fffffe_4fd0f39d_319cd22e_xxxxx_x | 319cd22b_0
bc000002_b3800001_48000001_xxxxx_x | 48000001_1
ba7fc07e_c07fff40_397fc13e_xxxxx_x | 397fc13e_1
7c02e6ac_bfe0ffff_fb94efb3_xxxxx_x | fb94efb3_1
cafffdbf_b3ffffff_567ffdc0_xxxxx_x | 567ffdc0_1
42040080_c0100001_c16aab8d_xxxxx_x | c16aab8d_1
3f4633ff_3f803fee_3f45d132_xxxxx_x | 3f45d132_1
bff8001f_5fd48234_9f9560b5_xxxxx_x | 9f9560b5_1
46746465_b3fffffe_d1f46467_xxxxx_x | d1f46467_1
c0803ffd_bf9dd224_40500884_xxxxx_x | 40500884_1
ce90fc5d_be800000_4f90fc5d_xxxxx_x | 4f90fc5d_1
3f863bb1_de0107fe_a105290e_xxxxx_x | a105290e_1
3f6a7971_d864d3fd_a683288c_xxxxx_x | a683288c_1
dfcfa55c_be800001_60cfa55a_xxxxx_x | 60cfa55a_1
be7dfeff_3fc92098_be21a578_xxxxx_x | be21a578_1
b8b24155_3fca400a_b861a0d0_xxxxx_x | b861a0d0_1
c06085e1_beffffff_40e085e2_xxxxx_x | 40e085e2_1
3fc2d32b_c2ffe3fe_bc42e87e_xxxxx_x | bc42e87e_1
41801003_de90000e_a263aa9a_xxxxx_x | a263aa9a_1
3e7fbeff_bc801fff_c17f7f21_xxxxx_x | c17f7f21_1
6adffeff_befffffe_eb5fff01_xxxxx_x | eb5fff01_1
df803fff_4b809fff_d37f40ef_xxxxx_x | d37f40ef_1
41007ffb_c0ffb7a7_bf80a456_xxxxx_x | bf80a456_1
bdeffefe_bf000000_3e6ffefe_xxxxx_x | 3e6ffefe_1
3f780ffe_9eb3c499_e030a0af_xxxxx_x | e030a0af_1
5e00043f_407fff0f_5d0004b8_xxxxx_x | 5d0004b8_1
c17af4d9_cf8006ff_317ae722_xxxxx_x | 317ae722_1
31fefffe_bf000001_b27efffc_xxxxx_x | b27efffc_1
8167404b_be800808_026731cc_xxxxx_x | 026731c9_0
de5b753d_468002ff_d75b701a_xxxxx_x | d75b701a_1
3e6772a6_c323c708_bab4e341_xxxxx_x | bab4e33e_0
42ffff7b_bf7fffff_c2ffff7c_xxxxx_x | c2ffff7c_1
be03ff7e_df84003f_1dfffe8a_xxxxx_x | 1dfffe8a_1
bdffc000_de57908f_1f17dc93_xxxxx_x | 1f17dc93_1
41d2998f_bf7ffffe_c1d29991_xxxxx_x | c1d29991_1
b627442d_cbdfefff_29bf3701_xxxxx_x | 29bf3701_1
3f2c4809_bf800000_bf2c4809_xxxxx_x | bf2c4809_1
4f9f83ce_c220007f_ccff387f_xxxxx_x | ccff387f_1
2280ae6d_c0ff08d7_a1012b22_xxxxx_x | a1012b22_1
cf323dee_bf800001_4f323def_xxxxx_x | 4f323ded_0
567fffb7_41c00080_542aaa0b_xxxxx_x | 542aaa08_0
bec1ffff_cbff7ff7_32426137_xxxxx_x | 32426136_0
c0ff1000_bfffffff_407f1001_xxxxx_x | 407f1001_1
fe800009_3ff800ff_fe04208a_xxxxx_x | fe04208a_1
487f000f_a47fdfc0_e37f2033_xxxxx_x | e37f2033_1
ce7dffc0_3d01fefe_d0fa1953_xxxxx_x | d0fa1953_1
40800103_bffffffe_c0000104_xxxxx_x | c0000104_1
c1800047_5e4fa410_a29dcff1_xxxxx_x | a29dcff1_1
4e00ffff_cf80007b_be00ff83_xxxxx_x | be00ff83_1
b626e39c_be00003e_37a6e34b_xxxxx_x | 37a6e34b_1
40f0003f_c0000000_c070003f_xxxxx_x | c070003f_1
be7e1000_ce7cded2_2f809a7a_xxxxx_x | 2f809a7a_1
be72c577_c0000001_3df2c575_xxxxx_x | 3df2c575_1
88ff3fff_bf7fefdf_08ff5015_xxxxx_x | 08ff5015_1
b53ff000_400007fb_b4bfe409_xxxxx_x | b4bfe409_1
be800009_c07fffff_3d80000a_xxxxx_x | 3d80000a_1
437e00ff_bf8bfffe_c3683b70_xxxxx_x | c3683b70_1
c62c7f0a_c216c4e1_4392722d_xxxxx_x | 4392722a_0
4eff0400_5efffff4_2f7f040c_xxxxx_x | 2f7f040c_1
beaffffe_c07ffffe_3dafffff_xxxxx_x | 3dafffff_1
677e003e_3e7fe00e_687e1ff5_xxxxx_x | 687e1ff4_0
41020400_beffffff_c1820400_xxxxx_x | c1820401_0
bf005ffe_c0800000_3e005ffe_xxxxx_x | 3e005ffe_1
4080fffe_4b8a7a8d_346e7a1e_xxxxx_x | 346e7a1f_0
b0103ffe_6acb6280_84b59131_xxxxx_x | 84b59131_1
be080040_7487ffff_8900003d_xxxxx_x | 8900003d_1
bf160d16_c0800001_3e160d15_xxxxx_x | 3e160d15_1
b17ddfff_befffbfe_31fde3f9_xxxxx_x | 31fde3f9_1
39bfffff_c05f7ffe_b8dbeb63_xxxxx_x | b8dbeb63_1
5e004000_c0ffffff_dc804001_xxxxx_x | dc804001_1
bfbffffd_4bfffffe_b33fffff_xxxxx_x | b33ffffe_0
cf802001_b080107e_5e800f81_xxxxx_x | 5e800f81_1
3f572139_c0fffffe_bdd7213b_xxxxx_x | bdd7213b_1
3e020000_410000fa_3c81ff02_xxxxx_x | 3c81ff02_1
df7dfc00_5f7fc3fe_bf7e3797_xxxxx_x | bf7e3797_1
de068d0f_cb800000_52068d0f_xxxxx_x | 52068d0f_1
5effe07f_33c00008_6aaa95a3_xxxxx_x | 6aaa95a3_1
b65ffefe_4f7ff03f_a6600cc8_xxxxx_x | a6600cc8_1
de1000fe_5e7fbf7e_bf102551_xxxxx_x | bf102551_1
bf801fc0_cb800001_33801fbf_xxxxx_x | 33801fbf_1
cf80efff_3fe775cc_cf0e9b92_xxxxx_x | cf0e9b91_0
bf807bff_c3c003ff_3b2b4c6f_xxxxx_x | 3b2b4c6e_0
315fe000_4f023fff_21dc01f9_xxxxx_x | 21dc01f9_1
5f07efff_44dc65e5_599de569_xxxxx_x | 599de569_1
5e3e1bb1_dec00fff_befd6525_xxxxx_x | befd6525_1
c2003ffe_41802002_c0001ff4_xxxxx_x | c0001ff4_1
c078007f_4dfcc7df_b1fb290c_xxxxx_x | b1fb290b_0
6d7ef7fe_5e7fff3f_4e7ef8be_xxxxx_x | 4e7ef8be_1
5f7ff800_447fffff_5a7ff801_xxxxx_x | 5a7ff801_1
40ff1ffe_e4ffffff_9b7f1fff_xxxxx_x | 9b7f1fff_1
417ffd00_fe800001_827ffcfe_xxxxx_x | 827ffcfe_1
df7fff5f_4efff0ff_d0000730_xxxxx_x | d0000730_1
b3808200_ba94389e_385df3be_xxxxx_x | 385df3be_1
c0fc6714_417ff000_befc76dc_xxxxx_x | befc76db_0
4a63a1ae_46e04390_4301ec0f_xxxxx_x | 4301ec0f_1
12980a64_3e80fefe_1396ddd8_xxxxx_x | 1396ddd8_1
b3c1d190_4e7fffff_a4c1d191_xxxxx_x | a4c1d191_1
587fffff_cefdfff6_c9010208_xxxxx_x | c9010209_0
437fdfdf_fe800107_847fddd1_xxxxx_x | 847fddd1_1
40350f67_d11c7ab3_ae941b70_xxxxx_x | ae941b6e_0
412e40a6_c2f7effe_bdb3eb40_xxxxx_x | bdb3eb40_1
bf7f8fff_4e823fff_b07b25d7_xxxxx_x | b07b25d7_1
4e7c3ffe_415ffffd_4c902493_xxxxx_x | 4c902493_1
401785e7_bcc0003f_c2ca079d_xxxxx_x | c2ca079c_0
bf800030_ccfffdef_32000138_xxxxx_x | 32000139_0
